ID,hijri_year,gregorian_date,gregorian_year,gregorian_month,gregorian_day,region_number,region_name,male_count,female_count,age_under_18,age_18_to_30,age_30_to_40,age_40_to_50,age_over_50,saudi_national_count,non_saudi_national_count,death_flag,injured_flag,total_deaths,total_injuries
671,1437,8/4/2016,2016,8,4,8,najran,9,0,2,3,2,2,0,5,4,1,0,9,0
672,1437,9/2/2016,2016,9,2,8,najran,19,0,2,3,3,2,9,9,10,1,0,19,0
673,1437,10/14/2015,2015,10,14,9,qassim,34,3,4,14,10,3,6,26,11,1,0,37,0
674,1437,11/13/2015,2015,11,13,9,qassim,23,2,2,12,6,3,2,13,12,1,0,25,0
675,1437,12/12/2015,2015,12,12,9,qassim,22,2,4,12,7,1,0,13,11,1,0,24,0
676,1437,1/11/2016,2016,1,11,9,qassim,20,2,0,10,8,2,2,15,7,1,0,22,0
677,1437,2/10/2016,2016,2,10,9,qassim,35,5,4,20,8,4,4,23,17,1,0,40,0
678,1437,3/10/2016,2016,3,10,9,qassim,29,1,2,20,4,2,2,21,9,1,0,30,0
679,1437,4/8/2016,2016,4,8,9,qassim,27,7,5,10,13,3,3,25,9,1,0,34,0
680,1437,5/8/2016,2016,5,8,9,qassim,21,4,6,8,9,0,2,13,12,1,0,25,0
681,1437,6/6/2016,2016,6,6,9,qassim,44,9,13,9,19,5,7,19,34,1,0,53,0
682,1437,7/6/2016,2016,7,6,9,qassim,31,1,3,5,15,8,1,16,16,1,0,32,0
683,1437,8/4/2016,2016,8,4,9,qassim,37,4,4,15,12,6,4,29,12,1,0,41,0
684,1437,9/2/2016,2016,9,2,9,qassim,33,1,2,9,20,2,1,22,12,1,0,34,0
685,1437,10/14/2015,2015,10,14,10,albaha,4,1,0,2,0,2,1,2,3,1,0,5,0
686,1437,11/13/2015,2015,11,13,10,albaha,15,0,1,7,2,0,5,11,4,1,0,15,0
687,1437,12/12/2015,2015,12,12,10,albaha,14,1,1,8,2,0,4,8,7,1,0,15,0
688,1437,1/11/2016,2016,1,11,10,albaha,9,0,4,2,2,0,1,9,0,1,0,9,0
689,1437,2/10/2016,2016,2,10,10,albaha,16,1,1,9,3,3,1,13,4,1,0,17,0
690,1437,3/10/2016,2016,3,10,10,albaha,13,5,1,9,1,4,3,13,5,1,0,18,0
691,1437,4/8/2016,2016,4,8,10,albaha,15,0,2,7,3,1,2,11,4,1,0,15,0
692,1437,5/8/2016,2016,5,8,10,albaha,15,1,2,7,2,1,4,12,4,1,0,16,0
693,1437,6/6/2016,2016,6,6,10,albaha,13,2,1,7,2,2,3,11,4,1,0,15,0
694,1437,7/6/2016,2016,7,6,10,albaha,13,7,5,9,0,1,5,17,3,1,0,20,0
695,1437,8/4/2016,2016,8,4,10,albaha,21,4,4,5,10,2,4,19,6,1,0,25,0
696,1437,9/2/2016,2016,9,2,10,albaha,12,3,8,4,1,1,1,13,2,1,0,15,0
697,1437,10/14/2015,2015,10,14,11,asir,67,5,9,37,12,3,11,57,15,1,0,72,0
698,1437,11/13/2015,2015,11,13,11,asir,59,2,5,25,23,3,5,38,23,1,0,61,0
699,1437,12/12/2015,2015,12,12,11,asir,80,8,13,38,19,5,13,69,19,1,0,88,0
700,1437,1/11/2016,2016,1,11,11,asir,62,5,9,27,8,10,13,50,17,1,0,67,0
701,1437,2/10/2016,2016,2,10,11,asir,48,4,6,22,9,8,7,41,11,1,0,52,0
702,1437,3/10/2016,2016,3,10,11,asir,87,19,24,39,21,12,10,79,27,1,0,106,0
703,1437,4/8/2016,2016,4,8,11,asir,87,5,12,41,18,8,13,69,23,1,0,92,0
704,1437,5/8/2016,2016,5,8,11,asir,64,13,16,29,10,8,14,61,16,1,0,77,0
705,1437,6/6/2016,2016,6,6,11,asir,97,16,23,40,26,13,11,66,47,1,0,113,0
706,1437,7/6/2016,2016,7,6,11,asir,72,5,11,26,20,7,13,58,19,1,0,77,0
707,1437,8/4/2016,2016,8,4,11,asir,79,6,9,38,12,9,17,64,21,1,0,85,0
708,1437,9/2/2016,2016,9,2,11,asir,81,12,17,38,26,5,7,64,29,1,0,93,0
709,1437,10/14/2015,2015,10,14,12,jazan,32,3,6,9,11,4,5,24,11,1,0,35,0
710,1437,11/13/2015,2015,11,13,12,jazan,41,4,5,9,17,8,6,26,19,1,0,45,0
711,1437,12/12/2015,2015,12,12,12,jazan,39,2,6,18,12,4,1,30,11,1,0,41,0
712,1437,1/11/2016,2016,1,11,12,jazan,41,5,7,20,12,4,3,31,15,1,0,46,0
713,1437,2/10/2016,2016,2,10,12,jazan,44,9,11,18,10,7,7,41,12,1,0,53,0
714,1437,3/10/2016,2016,3,10,12,jazan,52,2,7,17,19,10,1,37,17,1,0,54,0
715,1437,4/8/2016,2016,4,8,12,jazan,33,3,4,14,10,1,7,26,10,1,0,36,0
716,1437,5/8/2016,2016,5,8,12,jazan,38,4,6,12,15,5,4,28,14,1,0,42,0
717,1437,6/6/2016,2016,6,6,12,jazan,37,1,14,11,9,0,4,29,9,1,0,38,0
718,1437,7/6/2016,2016,7,6,12,jazan,38,2,6,15,7,7,5,26,14,1,0,40,0
719,1437,8/4/2016,2016,8,4,12,jazan,29,6,8,14,7,5,1,25,10,1,0,35,0
720,1437,9/2/2016,2016,9,2,12,jazan,47,2,10,14,9,8,8,35,14,1,0,49,0
721,1437,10/14/2015,2015,10,14,13,jeddah,35,6,3,14,11,6,7,22,19,1,0,41,0
722,1437,11/13/2015,2015,11,13,13,jeddah,53,8,8,19,16,10,8,24,37,1,0,61,0
723,1437,12/12/2015,2015,12,12,13,jeddah,42,6,10,14,9,7,8,24,24,1,0,48,0
724,1437,1/11/2016,2016,1,11,13,jeddah,37,2,7,12,7,6,7,26,13,1,0,39,0
725,1437,2/10/2016,2016,2,10,13,jeddah,61,5,13,18,14,13,8,34,32,1,0,66,0
726,1437,3/10/2016,2016,3,10,13,jeddah,46,4,9,12,10,9,10,17,33,1,0,50,0
727,1437,4/8/2016,2016,4,8,13,jeddah,45,5,6,14,12,11,7,18,32,1,0,50,0
728,1437,5/8/2016,2016,5,8,13,jeddah,43,3,5,11,13,11,6,19,27,1,0,46,0
729,1437,6/6/2016,2016,6,6,13,jeddah,62,11,10,18,16,16,13,24,49,1,0,73,0
730,1437,7/6/2016,2016,7,6,13,jeddah,42,5,9,12,13,8,5,20,27,1,0,47,0
731,1437,8/4/2016,2016,8,4,13,jeddah,42,7,6,12,11,11,9,17,32,1,0,49,0
732,1437,9/2/2016,2016,9,2,13,jeddah,47,13,7,22,14,13,4,18,42,1,0,60,0
733,1437,10/14/2015,2015,10,14,14,taif,59,8,15,19,13,5,15,53,14,1,0,67,0
734,1437,11/13/2015,2015,11,13,14,taif,39,5,10,18,8,2,6,33,11,1,0,44,0
735,1437,12/12/2015,2015,12,12,14,taif,41,6,8,10,22,2,5,23,24,1,0,47,0
736,1437,1/11/2016,2016,1,11,14,taif,38,4,9,14,8,6,5,26,16,1,0,42,0
737,1437,2/10/2016,2016,2,10,14,taif,48,12,12,20,10,7,11,24,36,1,0,60,0
738,1437,3/10/2016,2016,3,10,14,taif,46,7,9,16,13,8,7,32,21,1,0,53,0
739,1437,4/8/2016,2016,4,8,14,taif,56,9,10,21,12,10,12,46,19,1,0,65,0
740,1437,5/8/2016,2016,5,8,14,taif,56,1,13,12,12,8,12,39,18,1,0,57,0
741,1437,6/6/2016,2016,6,6,14,taif,65,20,13,19,23,18,12,40,45,1,0,85,0
742,1437,7/6/2016,2016,7,6,14,taif,45,6,5,14,6,15,11,30,21,1,0,51,0
743,1437,8/4/2016,2016,8,4,14,taif,39,4,4,12,13,10,4,30,13,1,0,43,0
744,1437,9/2/2016,2016,9,2,14,taif,29,1,5,6,7,6,6,21,9,1,0,30,0
745,1437,10/14/2015,2015,10,14,15,capital,72,10,10,16,7,2,47,57,25,1,0,82,0
746,1437,11/13/2015,2015,11,13,15,capital,73,9,9,28,8,6,31,55,27,1,0,82,0
747,1437,12/12/2015,2015,12,12,15,capital,73,9,7,18,2,3,52,56,26,1,0,82,0
748,1437,1/11/2016,2016,1,11,15,capital,81,14,7,19,23,15,31,61,34,1,0,95,0
749,1437,2/10/2016,2016,2,10,15,capital,60,7,8,18,8,7,26,43,24,1,0,67,0
750,1437,3/10/2016,2016,3,10,15,capital,57,12,9,17,15,6,22,40,29,1,0,69,0
751,1437,4/8/2016,2016,4,8,15,capital,53,18,10,8,11,8,34,40,31,1,0,71,0
752,1437,5/8/2016,2016,5,8,15,capital,60,5,4,14,13,4,30,38,27,1,0,65,0
753,1437,6/6/2016,2016,6,6,15,capital,102,32,10,20,18,22,64,65,69,1,0,134,0
754,1437,7/6/2016,2016,7,6,15,capital,72,14,9,24,23,16,14,33,53,1,0,86,0
755,1437,8/4/2016,2016,8,4,15,capital,63,8,6,15,18,5,27,37,34,1,0,71,0
756,1437,9/2/2016,2016,9,2,15,capital,57,8,0,16,9,5,35,26,39,1,0,65,0
757,1437,10/14/2015,2015,10,14,16,alqurayyat,5,0,0,2,1,0,2,4,1,1,0,5,0
758,1437,11/13/2015,2015,11,13,16,alqurayyat,8,5,6,4,2,0,1,10,3,1,0,13,0
759,1437,12/12/2015,2015,12,12,16,alqurayyat,4,0,0,2,1,0,1,3,1,1,0,4,0
760,1437,1/11/2016,2016,1,11,16,alqurayyat,5,0,0,2,2,0,1,4,1,1,0,5,0
761,1437,2/10/2016,2016,2,10,16,alqurayyat,7,0,3,2,1,0,1,6,1,1,0,7,0
762,1437,3/10/2016,2016,3,10,16,alqurayyat,3,0,0,3,0,0,0,3,0,1,0,3,0
763,1437,4/8/2016,2016,4,8,16,alqurayyat,0,0,0,0,0,0,0,0,0,1,0,0,0
764,1437,5/8/2016,2016,5,8,16,alqurayyat,5,3,3,1,3,1,0,7,1,1,0,8,0
765,1437,6/6/2016,2016,6,6,16,alqurayyat,8,0,5,0,3,0,0,4,4,1,0,8,0
766,1437,7/6/2016,2016,7,6,16,alqurayyat,1,0,0,1,0,0,0,1,0,1,0,1,0
767,1437,8/4/2016,2016,8,4,16,alqurayyat,4,1,1,1,2,0,1,5,0,1,0,5,0
768,1437,9/2/2016,2016,9,2,16,alqurayyat,10,0,1,6,1,0,2,10,0,1,0,10,0
769,1438,10/2/2016,2016,10,2,1,riyadh,113,16,28,32,39,21,9,64,65,1,0,129,0
770,1438,11/1/2016,2016,11,1,1,riyadh,132,8,23,35,39,25,18,84,56,1,0,140,0
771,1438,11/30/2016,2016,11,30,1,riyadh,124,8,10,52,47,20,3,66,66,1,0,132,0
772,1438,12/30/2016,2016,12,30,1,riyadh,135,13,28,49,34,21,16,85,63,1,0,148,0
773,1438,1/29/2017,2017,1,29,1,riyadh,100,23,19,43,37,17,7,69,54,1,0,123,0
774,1438,2/28/2017,2017,2,28,1,riyadh,82,12,14,24,33,15,8,63,31,1,0,94,0
775,1438,3/29/2017,2017,3,29,1,riyadh,113,7,17,24,37,35,7,69,51,1,0,120,0
776,1438,4/27/2017,2017,4,27,1,riyadh,90,7,9,19,36,27,6,51,46,1,0,97,0
777,1438,5/27/2017,2017,5,27,1,riyadh,111,12,25,23,56,7,12,50,73,1,0,123,0
778,1438,6/25/2017,2017,6,25,1,riyadh,92,15,18,29,33,15,12,66,41,1,0,107,0
779,1438,7/24/2017,2017,7,24,1,riyadh,84,5,18,42,15,8,6,32,57,1,0,89,0
780,1438,8/23/2017,2017,8,23,1,riyadh,86,11,19,23,27,17,11,49,48,1,0,97,0
781,1438,10/2/2016,2016,10,2,2,madinah,38,2,0,8,24,4,4,28,12,1,0,40,0
782,1438,11/1/2016,2016,11,1,2,madinah,48,9,2,16,22,10,7,32,25,1,0,57,0
783,1438,11/30/2016,2016,11,30,2,madinah,44,5,5,9,10,15,10,29,20,1,0,49,0
784,1438,12/30/2016,2016,12,30,2,madinah,37,15,5,8,17,18,4,15,37,1,0,52,0
785,1438,1/29/2017,2017,1,29,2,madinah,25,4,2,9,10,5,3,14,15,1,0,29,0
786,1438,2/28/2017,2017,2,28,2,madinah,37,10,4,7,14,13,9,17,30,1,0,47,0
787,1438,3/29/2017,2017,3,29,2,madinah,42,8,5,8,18,12,7,19,31,1,0,50,0
788,1438,4/27/2017,2017,4,27,2,madinah,42,8,5,11,15,13,6,30,20,1,0,50,0
789,1438,5/27/2017,2017,5,27,2,madinah,46,12,5,11,17,15,10,18,40,1,0,58,0
790,1438,6/25/2017,2017,6,25,2,madinah,42,12,8,13,14,12,7,21,33,1,0,54,0
791,1438,7/24/2017,2017,7,24,2,madinah,32,11,4,9,11,12,7,19,24,1,0,43,0
792,1438,8/23/2017,2017,8,23,2,madinah,40,11,4,11,12,14,10,20,31,1,0,51,0
793,1438,10/2/2016,2016,10,2,3,easternprovince,82,18,11,33,31,16,9,43,57,1,0,100,0
794,1438,11/1/2016,2016,11,1,3,easternprovince,63,7,7,26,18,15,4,47,23,1,0,70,0
795,1438,11/30/2016,2016,11,30,3,easternprovince,59,10,10,28,19,7,5,37,32,1,0,69,0
796,1438,12/30/2016,2016,12,30,3,easternprovince,93,10,12,31,36,15,9,69,34,1,0,103,0
797,1438,1/29/2017,2017,1,29,3,easternprovince,73,7,5,31,24,11,9,47,33,1,0,80,0
798,1438,2/28/2017,2017,2,28,3,easternprovince,78,4,10,28,23,12,9,49,33,1,0,82,0
799,1438,3/29/2017,2017,3,29,3,easternprovince,63,8,5,27,22,13,4,34,37,1,0,71,0
800,1438,4/27/2017,2017,4,27,3,easternprovince,57,5,4,15,20,14,9,30,32,1,0,62,0
801,1438,5/27/2017,2017,5,27,3,easternprovince,65,0,7,17,31,6,4,36,29,1,0,65,0
802,1438,6/25/2017,2017,6,25,3,easternprovince,80,18,13,24,26,19,16,48,50,1,0,98,0
803,1438,7/24/2017,2017,7,24,3,easternprovince,62,7,7,22,22,14,4,39,30,1,0,69,0
804,1438,8/23/2017,2017,8,23,3,easternprovince,81,13,13,33,21,17,10,51,43,1,0,94,0
805,1438,10/2/2016,2016,10,2,4,northernborders,7,1,2,4,1,0,1,6,2,1,0,8,0
806,1438,11/1/2016,2016,11,1,4,northernborders,7,0,0,2,2,1,2,3,4,1,0,7,0
807,1438,11/30/2016,2016,11,30,4,northernborders,11,0,1,3,2,3,2,7,4,1,0,11,0
808,1438,12/30/2016,2016,12,30,4,northernborders,11,0,1,3,3,2,2,7,4,1,0,11,0
809,1438,1/29/2017,2017,1,29,4,northernborders,13,1,1,5,6,1,1,11,3,1,0,14,0
810,1438,2/28/2017,2017,2,28,4,northernborders,8,0,0,4,3,1,0,4,4,1,0,8,0
811,1438,3/29/2017,2017,3,29,4,northernborders,9,2,0,3,3,0,5,8,3,1,0,11,0
812,1438,4/27/2017,2017,4,27,4,northernborders,6,2,0,2,2,2,2,6,2,1,0,8,0
813,1438,5/27/2017,2017,5,27,4,northernborders,7,5,6,4,2,0,0,4,8,1,0,12,0
814,1438,6/25/2017,2017,6,25,4,northernborders,7,0,2,0,1,4,0,4,3,1,0,7,0
815,1438,7/24/2017,2017,7,24,4,northernborders,2,1,1,2,0,0,0,1,2,1,0,3,0
816,1438,8/23/2017,2017,8,23,4,northernborders,10,2,3,2,3,2,2,8,4,1,0,12,0
817,1438,10/2/2016,2016,10,2,5,tabuk,21,4,4,8,5,3,5,19,6,1,0,25,0
818,1438,11/1/2016,2016,11,1,5,tabuk,20,4,1,7,3,8,5,16,8,1,0,24,0
819,1438,11/30/2016,2016,11,30,5,tabuk,19,1,2,9,6,2,1,14,6,1,0,20,0
820,1438,12/30/2016,2016,12,30,5,tabuk,27,10,7,20,4,4,2,25,12,1,0,37,0
821,1438,1/29/2017,2017,1,29,5,tabuk,24,2,1,16,3,1,5,23,3,1,0,26,0
822,1438,2/28/2017,2017,2,28,5,tabuk,19,4,1,10,4,2,6,15,8,1,0,23,0
823,1438,3/29/2017,2017,3,29,5,tabuk,23,2,4,12,4,0,5,21,4,1,0,25,0
824,1438,4/27/2017,2017,4,27,5,tabuk,30,3,4,13,6,4,6,27,6,1,0,33,0
825,1438,5/27/2017,2017,5,27,5,tabuk,33,15,9,21,12,3,3,38,10,1,0,48,0
826,1438,6/25/2017,2017,6,25,5,tabuk,19,5,5,6,9,2,2,17,7,1,0,24,0
827,1438,7/24/2017,2017,7,24,5,tabuk,22,6,2,10,8,3,5,18,10,1,0,28,0
828,1438,8/23/2017,2017,8,23,5,tabuk,25,10,7,9,8,7,4,24,11,1,0,35,0
829,1438,10/2/2016,2016,10,2,6,aljouf,15,1,4,4,4,2,2,11,5,1,0,16,0
830,1438,11/1/2016,2016,11,1,6,aljouf,14,2,2,8,2,0,4,14,2,1,0,16,0
831,1438,11/30/2016,2016,11,30,6,aljouf,6,0,1,4,1,0,0,3,3,1,0,6,0
832,1438,12/30/2016,2016,12,30,6,aljouf,18,1,2,6,7,2,2,13,6,1,0,19,0
833,1438,1/29/2017,2017,1,29,6,aljouf,10,1,2,3,4,1,1,8,3,1,0,11,0
834,1438,2/28/2017,2017,2,28,6,aljouf,7,2,0,4,4,0,1,8,1,1,0,9,0
835,1438,3/29/2017,2017,3,29,6,aljouf,15,1,2,7,3,3,1,8,8,1,0,16,0
836,1438,4/27/2017,2017,4,27,6,aljouf,8,1,3,3,3,0,0,9,0,1,0,9,0
837,1438,5/27/2017,2017,5,27,6,aljouf,9,2,1,5,4,0,1,6,5,1,0,11,0
838,1438,6/25/2017,2017,6,25,6,aljouf,14,1,1,9,3,0,2,13,2,1,0,15,0
839,1438,7/24/2017,2017,7,24,6,aljouf,12,6,5,3,9,0,1,18,0,1,0,18,0
840,1438,8/23/2017,2017,8,23,6,aljouf,13,4,3,6,2,2,4,11,6,1,0,17,0
841,1438,10/2/2016,2016,10,2,7,hail,14,3,2,4,5,4,2,13,4,1,0,17,0
842,1438,11/1/2016,2016,11,1,7,hail,35,2,10,14,4,5,4,32,5,1,0,37,0
843,1438,11/30/2016,2016,11,30,7,hail,25,1,3,12,3,3,5,19,7,1,0,26,0
844,1438,12/30/2016,2016,12,30,7,hail,30,1,8,8,5,3,7,24,7,1,0,31,0
845,1438,1/29/2017,2017,1,29,7,hail,27,0,4,15,4,3,1,23,4,1,0,27,0
846,1438,2/28/2017,2017,2,28,7,hail,19,1,3,9,5,2,1,16,4,1,0,20,0
847,1438,3/29/2017,2017,3,29,7,hail,15,3,3,8,2,3,2,11,7,1,0,18,0
848,1438,4/27/2017,2017,4,27,7,hail,21,2,5,3,9,3,3,12,11,1,0,23,0
849,1438,5/27/2017,2017,5,27,7,hail,21,1,1,10,8,2,1,15,7,1,0,22,0
850,1438,6/25/2017,2017,6,25,7,hail,13,0,2,6,3,1,1,6,7,1,0,13,0
851,1438,7/24/2017,2017,7,24,7,hail,14,3,5,9,0,1,2,11,6,1,0,17,0
852,1438,8/23/2017,2017,8,23,7,hail,13,1,3,6,2,1,2,10,4,1,0,14,0
853,1438,10/2/2016,2016,10,2,8,najran,16,0,3,6,3,3,1,10,6,1,0,16,0
854,1438,11/1/2016,2016,11,1,8,najran,14,0,2,3,2,2,5,10,4,1,0,14,0
855,1438,11/30/2016,2016,11,30,8,najran,16,3,2,6,4,3,4,10,9,1,0,19,0
856,1438,12/30/2016,2016,12,30,8,najran,15,0,1,3,4,3,4,8,7,1,0,15,0
857,1438,1/29/2017,2017,1,29,8,najran,15,0,1,6,2,4,2,12,3,1,0,15,0
858,1438,2/28/2017,2017,2,28,8,najran,17,0,4,7,2,1,3,10,7,1,0,17,0
859,1438,3/29/2017,2017,3,29,8,najran,16,1,3,4,3,2,5,8,9,1,0,17,0
860,1438,4/27/2017,2017,4,27,8,najran,12,0,2,8,1,0,1,8,4,1,0,12,0
861,1438,5/27/2017,2017,5,27,8,najran,19,4,5,8,6,1,3,11,12,1,0,23,0
862,1438,6/25/2017,2017,6,25,8,najran,10,0,0,5,2,0,3,3,7,1,0,10,0
863,1438,7/24/2017,2017,7,24,8,najran,13,1,2,5,3,3,1,7,7,1,0,14,0
864,1438,8/23/2017,2017,8,23,8,najran,21,1,2,6,5,4,5,7,15,1,0,22,0
865,1438,10/2/2016,2016,10,2,9,qassim,29,2,3,8,12,2,6,20,11,1,0,31,0
866,1438,11/1/2016,2016,11,1,9,qassim,18,4,3,6,8,2,3,16,6,1,0,22,0
867,1438,11/30/2016,2016,11,30,9,qassim,18,3,5,8,5,2,1,14,7,1,0,21,0
868,1438,12/30/2016,2016,12,30,9,qassim,36,1,8,10,10,4,5,30,7,1,0,37,0
869,1438,1/29/2017,2017,1,29,9,qassim,21,6,4,6,10,4,3,17,10,1,0,27,0
870,1438,2/28/2017,2017,2,28,9,qassim,16,3,2,8,4,2,3,11,8,1,0,19,0
871,1438,3/29/2017,2017,3,29,9,qassim,25,2,3,13,5,3,3,17,10,1,0,27,0
872,1438,4/27/2017,2017,4,27,9,qassim,22,3,1,9,9,4,2,10,15,1,0,25,0
873,1438,5/27/2017,2017,5,27,9,qassim,28,2,3,15,8,4,0,16,14,1,0,30,0
874,1438,6/25/2017,2017,6,25,9,qassim,29,7,6,19,3,6,2,26,10,1,0,36,0
875,1438,7/24/2017,2017,7,24,9,qassim,16,2,2,4,2,7,3,9,9,1,0,18,0
876,1438,8/23/2017,2017,8,23,9,qassim,23,3,3,4,7,6,6,12,14,1,0,26,0
877,1438,10/2/2016,2016,10,2,10,albaha,12,2,1,9,3,0,1,7,7,1,0,14,0
878,1438,11/1/2016,2016,11,1,10,albaha,8,0,1,3,1,2,1,4,4,1,0,8,0
879,1438,11/30/2016,2016,11,30,10,albaha,8,0,0,1,5,2,0,3,5,1,0,8,0
880,1438,12/30/2016,2016,12,30,10,albaha,10,0,2,4,1,1,2,7,3,1,0,10,0
881,1438,1/29/2017,2017,1,29,10,albaha,7,0,0,4,2,0,1,5,2,1,0,7,0
882,1438,2/28/2017,2017,2,28,10,albaha,7,0,3,1,1,1,1,5,2,1,0,7,0
883,1438,3/29/2017,2017,3,29,10,albaha,15,2,3,7,1,2,4,12,5,1,0,17,0
884,1438,4/27/2017,2017,4,27,10,albaha,9,1,0,2,4,2,2,8,2,1,0,10,0
885,1438,5/27/2017,2017,5,27,10,albaha,11,2,4,1,0,5,3,9,4,1,0,13,0
886,1438,6/25/2017,2017,6,25,10,albaha,16,1,2,7,2,3,3,9,8,1,0,17,0
887,1438,7/24/2017,2017,7,24,10,albaha,11,0,2,7,0,1,1,7,4,1,0,11,0
888,1438,8/23/2017,2017,8,23,10,albaha,10,2,1,3,1,1,6,10,2,1,0,12,0
889,1438,10/2/2016,2016,10,2,11,asir,63,5,5,26,21,7,9,50,18,1,0,68,0
890,1438,11/1/2016,2016,11,1,11,asir,52,6,7,19,15,10,7,41,17,1,0,58,0
891,1438,11/30/2016,2016,11,30,11,asir,54,11,4,32,8,8,13,52,13,1,0,65,0
892,1438,12/30/2016,2016,12,30,11,asir,54,5,8,28,16,4,3,48,11,1,0,59,0
893,1438,1/29/2017,2017,1,29,11,asir,51,9,9,25,11,8,7,44,16,1,0,60,0
894,1438,2/28/2017,2017,2,28,11,asir,51,4,6,24,11,10,4,37,18,1,0,55,0
895,1438,3/29/2017,2017,3,29,11,asir,66,1,7,33,17,5,5,55,12,1,0,67,0
896,1438,4/27/2017,2017,4,27,11,asir,76,7,12,31,18,10,12,62,21,1,0,83,0
897,1438,5/27/2017,2017,5,27,11,asir,75,16,17,28,16,8,22,69,22,1,0,91,0
898,1438,6/25/2017,2017,6,25,11,asir,73,10,10,30,17,10,16,65,18,1,0,83,0
899,1438,7/24/2017,2017,7,24,11,asir,55,7,8,28,11,5,10,49,13,1,0,62,0
900,1438,8/23/2017,2017,8,23,11,asir,74,3,8,33,18,7,11,60,17,1,0,77,0
901,1438,10/2/2016,2016,10,2,12,jazan,36,3,8,15,10,5,1,29,10,1,0,39,0
902,1438,11/1/2016,2016,11,1,12,jazan,44,5,10,27,6,4,2,35,14,1,0,49,0
903,1438,11/30/2016,2016,11,30,12,jazan,47,1,1,21,14,7,5,35,13,1,0,48,0
904,1438,12/30/2016,2016,12,30,12,jazan,41,9,10,24,5,4,7,40,10,1,0,50,0
905,1438,1/29/2017,2017,1,29,12,jazan,40,12,5,19,15,7,6,36,16,1,0,52,0
906,1438,2/28/2017,2017,2,28,12,jazan,13,4,2,9,4,2,0,11,6,1,0,17,0
907,1438,3/29/2017,2017,3,29,12,jazan,16,3,1,11,4,3,0,15,4,1,0,19,0
908,1438,4/27/2017,2017,4,27,12,jazan,11,17,5,8,6,6,3,18,10,1,0,28,0
909,1438,5/27/2017,2017,5,27,12,jazan,34,3,5,12,8,10,2,22,15,1,0,37,0
910,1438,6/25/2017,2017,6,25,12,jazan,31,2,3,15,6,8,1,24,9,1,0,33,0
911,1438,7/24/2017,2017,7,24,12,jazan,50,6,11,29,10,4,2,46,10,1,0,56,0
